KEY	TYPE	CATEGORY	SECTION	DOMAIN	GRADELEVEL	DETAILS
CCSS.ELA-LITERACY.RL.8.9	standard	English Language Arts Standards: Reading: Literature: Grade 8	ela-contentarea-standard	Reading: Literature	8	Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new.
CCSS.ELA-LITERACY.RL.8.10	standard	English Language Arts Standards: Reading: Literature: Grade 8	ela-contentarea-standard	Reading: Literature	8	By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6-8 text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RL.9-10.1	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
CCSS.ELA-LITERACY.RL.9-10.2	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.
CCSS.ELA-LITERACY.RL.9-10.3	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	Analyze how complex characters (e.g., those with multiple or conflicting motivations) develop over the course of a text, interact with other characters, and advance the plot or develop the theme.
CCSS.ELA-LITERACY.RL.9-10.4	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language evokes a sense of time and place; how it sets a formal or informal tone).
CCSS.ELA-LITERACY.RL.9-10.5	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	Analyze how an author's choices concerning how to structure a text, order events within it (e.g., parallel plots), and manipulate time (e.g., pacing, flashbacks) create such effects as mystery, tension, or surprise.
CCSS.ELA-LITERACY.RL.9-10.6	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	Analyze a particular point of view or cultural experience reflected in a work of literature from outside the United States, drawing on a wide reading of world literature.
CCSS.ELA-LITERACY.RL.9-10.7	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	Analyze the representation of a subject or a key scene in two different artistic mediums, including what is emphasized or absent in each treatment (e.g., Auden's `Musée des Beaux Arts` and Breughel's Landscape with the Fall of Icarus).
CCSS.ELA-LITERACY.RL.9-10.8	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	(RL.9-10.8 not applicable to literature)
CCSS.ELA-LITERACY.RL.9-10.9	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	Analyze how an author draws on and transforms source material in a specific work (e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare).
CCSS.ELA-LITERACY.RL.9-10.10	standard	English Language Arts Standards: Reading: Literature: Grade 9-10	ela-contentarea-standard	Reading: Literature	9-10	By the end of grade 9, read and comprehend literature, including stories, dramas, and poems, in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 10, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 9-10 text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RL.11-12.1	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain.
CCSS.ELA-LITERACY.RL.11-12.2	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	Determine two or more themes or central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to produce a complex account; provide an objective summary of the text.
CCSS.ELA-LITERACY.RL.11-12.3	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	Analyze the impact of the author's choices regarding how to develop and relate elements of a story or drama (e.g., where a story is set, how the action is ordered, how the characters are introduced and developed).
CCSS.ELA-LITERACY.RL.11-12.4	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including words with multiple meanings or language that is particularly fresh, engaging, or beautiful. (Include Shakespeare as well as other authors.)
CCSS.ELA-LITERACY.RL.11-12.5	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	Analyze how an author's choices concerning how to structure specific parts of a text (e.g., the choice of where to begin or end a story, the choice to provide a comedic or tragic resolution) contribute to its overall structure and meaning as well as its aesthetic impact.
CCSS.ELA-LITERACY.RL.11-12.6	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	Analyze a case in which grasping a point of view requires distinguishing what is directly stated in a text from what is really meant (e.g., satire, sarcasm, irony, or understatement).
CCSS.ELA-LITERACY.RL.11-12.7	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	Analyze multiple interpretations of a story, drama, or poem (e.g., recorded or live production of a play or recorded novel or poetry), evaluating how each version interprets the source text. (Include at least one play by Shakespeare and one play by an American dramatist.)
CCSS.ELA-LITERACY.RL.11-12.8	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	(RL.11-12.8 not applicable to literature)
CCSS.ELA-LITERACY.RL.11-12.9	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics.
CCSS.ELA-LITERACY.RL.11-12.10	standard	English Language Arts Standards: Reading: Literature: Grade 11-12	ela-contentarea-standard	Reading: Literature	11-12	By the end of grade 11, read and comprehend literature, including stories, dramas, and poems, in the grades 11-CCR text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 12, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 11-CCR text complexity band independently and proficiently.
CCSS.ELA-LITERACY.RI.K.1	standard	English Language Arts Standards: Reading: Informational Text: Kindergarten	ela-contentarea-standard	Reading: Informational Text	K	With prompting and support, ask and answer questions about key details in a text.
CCSS.ELA-LITERACY.RI.K.2	standard	English Language Arts Standards: Reading: Informational Text: Kindergarten	ela-contentarea-standard	Reading: Informational Text	K	With prompting and support, identify the main topic and retell key details of a text.
CCSS.ELA-LITERACY.RI.K.3	standard	English Language Arts Standards: Reading: Informational Text: Kindergarten	ela-contentarea-standard	Reading: Informational Text	K	With prompting and support, describe the connection between two individuals, events, ideas, or pieces of information in a text.
CCSS.ELA-LITERACY.RI.K.4	standard	English Language Arts Standards: Reading: Informational Text: Kindergarten	ela-contentarea-standard	Reading: Informational Text	K	With prompting and support, ask and answer questions about unknown words in a text.
CCSS.ELA-LITERACY.RI.K.5	standard	English Language Arts Standards: Reading: Informational Text: Kindergarten	ela-contentarea-standard	Reading: Informational Text	K	Identify the front cover, back cover, and title page of a book.
CCSS.ELA-LITERACY.RI.K.6	standard	English Language Arts Standards: Reading: Informational Text: Kindergarten	ela-contentarea-standard	Reading: Informational Text	K	Name the author and illustrator of a text and define the role of each in presenting the ideas or information in a text.
