ID	KEY	TYPE	CATEGORY	SECTION	DOMAIN	GRADELEVEL	DETAILS
325	CCSS.ELA-LITERACY.W.K.5	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	With guidance and support from adults, respond to questions and suggestions from peers and add details to strengthen writing as needed.
326	CCSS.ELA-LITERACY.W.K.6	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	With guidance and support from adults, explore a variety of digital tools to produce and publish writing, including in collaboration with peers.
327	CCSS.ELA-LITERACY.W.K.7	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinions about them).
328	CCSS.ELA-LITERACY.W.K.8	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.
329	CCSS.ELA-LITERACY.W.K.9	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	(W.K.9 begins in grade 4)
330	CCSS.ELA-LITERACY.W.K.10	standard	English Language Arts Standards: Writing: Kindergarten	ela-contentarea-standard	Writing	K	(W.K.10 begins in grade 3)
331	CCSS.ELA-LITERACY.W.1.1	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	Write opinion pieces in which they introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure.
332	CCSS.ELA-LITERACY.W.1.2	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure.
333	CCSS.ELA-LITERACY.W.1.3	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure.
334	CCSS.ELA-LITERACY.W.1.4	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	(W.1.4 begins in grade 3)
335	CCSS.ELA-LITERACY.W.1.5	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed.
336	CCSS.ELA-LITERACY.W.1.6	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.
337	CCSS.ELA-LITERACY.W.1.7	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	Participate in shared research and writing projects (e.g., explore a number of `how-to` books on a given topic and use them to write a sequence of instructions).
338	CCSS.ELA-LITERACY.W.1.8	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.
339	CCSS.ELA-LITERACY.W.1.9	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	(W.1.9 begins in grade 4)
340	CCSS.ELA-LITERACY.W.1.10	standard	English Language Arts Standards: Writing: Grade 1	ela-contentarea-standard	Writing	1	(W.1.10 begins in grade 3)
341	CCSS.ELA-LITERACY.W.2.1	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section.
342	CCSS.ELA-LITERACY.W.2.2	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section.
343	CCSS.ELA-LITERACY.W.2.3	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure.
344	CCSS.ELA-LITERACY.W.2.4	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	(W.2.4 begins in grade 3)
345	CCSS.ELA-LITERACY.W.2.5	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing.
346	CCSS.ELA-LITERACY.W.2.6	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.
347	CCSS.ELA-LITERACY.W.2.7	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations).
348	CCSS.ELA-LITERACY.W.2.8	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	Recall information from experiences or gather information from provided sources to answer a question.
349	CCSS.ELA-LITERACY.W.2.9	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	(W.2.9 begins in grade 4)
350	CCSS.ELA-LITERACY.W.2.10	standard	English Language Arts Standards: Writing: Grade 2	ela-contentarea-standard	Writing	2	(W.2.10 begins in grade 3)
351	CCSS.ELA-LITERACY.W.3.1	standard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Write opinion pieces on topics or texts, supporting a point of view with reasons.
352	CCSS.ELA-LITERACY.W.3.1.A	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Introduce the topic or text they are writing about, state an opinion, and create an organizational structure that lists reasons.
353	CCSS.ELA-LITERACY.W.3.1.B	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Provide reasons that support the opinion.
354	CCSS.ELA-LITERACY.W.3.1.C	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons.
355	CCSS.ELA-LITERACY.W.3.1.D	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Provide a concluding statement or section.
356	CCSS.ELA-LITERACY.W.3.2	standard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Write informative/explanatory texts to examine a topic and convey ideas and information clearly.
357	CCSS.ELA-LITERACY.W.3.2.A	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.
358	CCSS.ELA-LITERACY.W.3.2.B	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Develop the topic with facts, definitions, and details.
359	CCSS.ELA-LITERACY.W.3.2.C	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.
360	CCSS.ELA-LITERACY.W.3.2.D	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Provide a concluding statement or section.
361	CCSS.ELA-LITERACY.W.3.3	standard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.
362	CCSS.ELA-LITERACY.W.3.3.A	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.
363	CCSS.ELA-LITERACY.W.3.3.B	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.
364	CCSS.ELA-LITERACY.W.3.3.C	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Use temporal words and phrases to signal event order.
365	CCSS.ELA-LITERACY.W.3.3.D	substandard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Provide a sense of closure.
366	CCSS.ELA-LITERACY.W.3.4	standard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)
367	CCSS.ELA-LITERACY.W.3.5	standard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)
368	CCSS.ELA-LITERACY.W.3.6	standard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.
369	CCSS.ELA-LITERACY.W.3.7	standard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Conduct short research projects that build knowledge about a topic.
370	CCSS.ELA-LITERACY.W.3.8	standard	English Language Arts Standards: Writing: Grade 3	ela-contentarea-standard	Writing	3	Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.
